1.000000000000000000e+00,2.999999999999999889e-01,1.686382313000000188e+00,4.000000000000000000e+00
1.000000000000000000e+00,3.399999999999999689e-01,1.598777279999999967e+00,4.000000000000000000e+00
1.000000000000000000e+00,3.800000000000000044e-01,1.546142426999999930e+00,4.000000000000000000e+00
1.000000000000000000e+00,4.199999999999999845e-01,1.513747724000000128e+00,5.000000000000000000e+00
1.000000000000000000e+00,4.599999999999999645e-01,1.504013814999999976e+00,4.000000000000000000e+00
1.000000000000000000e+00,4.999999999999999445e-01,1.500000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,5.399999999999999245e-01,1.505613648000000193e+00,5.000000000000000000e+00
1.000000000000000000e+00,5.799999999999999600e-01,1.521352903000000145e+00,4.000000000000000000e+00
1.000000000000000000e+00,6.199999999999998845e-01,1.539794925999999897e+00,4.000000000000000000e+00
1.000000000000000000e+00,6.599999999999999201e-01,1.559168773999999980e+00,5.000000000000000000e+00
1.000000000000000000e+00,6.999999999999999556e-01,1.596947775000000069e+00,4.000000000000000000e+00
5.000000000000000000e+00,2.999999999999999889e-01,8.474474792000000534e+00,2.600000000000000000e+01
5.000000000000000000e+00,3.399999999999999689e-01,8.052500140999999445e+00,2.600000000000000000e+01
5.000000000000000000e+00,3.800000000000000044e-01,7.785269143999999919e+00,2.700000000000000000e+01
5.000000000000000000e+00,4.199999999999999845e-01,7.602063561000000469e+00,2.600000000000000000e+01
5.000000000000000000e+00,4.599999999999999645e-01,7.524070823999999824e+00,2.700000000000000000e+01
5.000000000000000000e+00,4.999999999999999445e-01,7.500000000000000000e+00,2.600000000000000000e+01
5.000000000000000000e+00,5.399999999999999245e-01,7.521706555999999821e+00,2.600000000000000000e+01
5.000000000000000000e+00,5.799999999999999600e-01,7.588042257999999762e+00,2.700000000000000000e+01
5.000000000000000000e+00,6.199999999999998845e-01,7.685743559999999697e+00,2.600000000000000000e+01
5.000000000000000000e+00,6.599999999999999201e-01,7.841980866000000105e+00,2.600000000000000000e+01
5.000000000000000000e+00,6.999999999999999556e-01,7.942347433999999318e+00,2.700000000000000000e+01
1.000000000000000000e+01,2.999999999999999889e-01,1.690020476000000116e+01,5.900000000000000000e+01
1.000000000000000000e+01,3.399999999999999689e-01,1.609451883999999922e+01,6.100000000000000000e+01
1.000000000000000000e+01,3.800000000000000044e-01,1.556574187000000009e+01,6.000000000000000000e+01
1.000000000000000000e+01,4.199999999999999845e-01,1.522127013999999967e+01,6.000000000000000000e+01
1.000000000000000000e+01,4.599999999999999645e-01,1.504868388999999951e+01,6.000000000000000000e+01
1.000000000000000000e+01,4.999999999999999445e-01,1.500000000000000000e+01,6.000000000000000000e+01
1.000000000000000000e+01,5.399999999999999245e-01,1.506659323000000050e+01,6.000000000000000000e+01
1.000000000000000000e+01,5.799999999999999600e-01,1.517222688000000019e+01,6.000000000000000000e+01
1.000000000000000000e+01,6.199999999999998845e-01,1.535770995000000028e+01,6.100000000000000000e+01
1.000000000000000000e+01,6.599999999999999201e-01,1.558516213000000050e+01,6.000000000000000000e+01
1.000000000000000000e+01,6.999999999999999556e-01,1.589248708000000043e+01,6.100000000000000000e+01
2.500000000000000000e+01,2.999999999999999889e-01,4.259929623000000021e+01,1.920000000000000000e+02
2.500000000000000000e+01,3.399999999999999689e-01,4.038492252000000349e+01,1.930000000000000000e+02
2.500000000000000000e+01,3.800000000000000044e-01,3.897884710999999669e+01,1.930000000000000000e+02
2.500000000000000000e+01,4.199999999999999845e-01,3.807809737000000183e+01,1.920000000000000000e+02
2.500000000000000000e+01,4.599999999999999645e-01,3.765638189999999241e+01,1.990000000000000000e+02
2.500000000000000000e+01,4.999999999999999445e-01,3.750000000000000000e+01,1.940000000000000000e+02
2.500000000000000000e+01,5.399999999999999245e-01,3.761169714999999769e+01,1.930000000000000000e+02
2.500000000000000000e+01,5.799999999999999600e-01,3.792180765999999892e+01,1.930000000000000000e+02
2.500000000000000000e+01,6.199999999999998845e-01,3.837874960999999985e+01,1.940000000000000000e+02
2.500000000000000000e+01,6.599999999999999201e-01,3.894310724999999707e+01,1.940000000000000000e+02
2.500000000000000000e+01,6.999999999999999556e-01,3.966753278000000194e+01,1.940000000000000000e+02
5.000000000000000000e+01,2.999999999999999889e-01,8.521663544999999829e+01,5.490000000000000000e+02
5.000000000000000000e+01,3.399999999999999689e-01,8.074267457000000547e+01,5.450000000000000000e+02
5.000000000000000000e+01,3.800000000000000044e-01,7.799572645000000648e+01,5.440000000000000000e+02
5.000000000000000000e+01,4.199999999999999845e-01,7.618025735000000509e+01,5.470000000000000000e+02
5.000000000000000000e+01,4.599999999999999645e-01,7.527590757999999482e+01,5.470000000000000000e+02
5.000000000000000000e+01,4.999999999999999445e-01,7.500000000000000000e+01,5.480000000000000000e+02
5.000000000000000000e+01,5.399999999999999245e-01,7.519166165999999407e+01,5.470000000000000000e+02
5.000000000000000000e+01,5.799999999999999600e-01,7.583585409999999172e+01,5.490000000000000000e+02
5.000000000000000000e+01,6.199999999999998845e-01,7.674285921999999971e+01,5.470000000000000000e+02
5.000000000000000000e+01,6.599999999999999201e-01,7.786317391000000043e+01,5.550000000000000000e+02
5.000000000000000000e+01,6.999999999999999556e-01,7.934904554999999959e+01,5.470000000000000000e+02
1.000000000000000000e+02,2.999999999999999889e-01,1.701631939000000102e+02,1.692000000000000000e+03
1.000000000000000000e+02,3.399999999999999689e-01,1.612348550000000103e+02,1.695000000000000000e+03
1.000000000000000000e+02,3.800000000000000044e-01,1.557505788000000280e+02,1.697000000000000000e+03
1.000000000000000000e+02,4.199999999999999845e-01,1.523172188000000062e+02,1.694000000000000000e+03
1.000000000000000000e+02,4.599999999999999645e-01,1.505560961999999847e+02,1.745000000000000000e+03
1.000000000000000000e+02,4.999999999999999445e-01,1.500000000000000000e+02,1.738000000000000000e+03
1.000000000000000000e+02,5.399999999999999245e-01,1.504480836999999838e+02,1.743000000000000000e+03
1.000000000000000000e+02,5.799999999999999600e-01,1.516860695999999962e+02,1.752000000000000000e+03
1.000000000000000000e+02,6.199999999999998845e-01,1.535084931999999753e+02,1.729000000000000000e+03
1.000000000000000000e+02,6.599999999999999201e-01,1.558823136000000034e+02,1.738000000000000000e+03
1.000000000000000000e+02,6.999999999999999556e-01,1.585762015999999903e+02,1.716000000000000000e+03
